create_time,bid,bn,campaign_id,cd,custom_track,de,dl,dt,ed,ev,group_id,id,job_id,md,publisher_id,rl,sr,ts,tz,ua,uid,utm_campaign,utm_content,utm_medium,utm_source,utm_term,v,vp
fbfa3290-07fa-11ed-8307-7dae6cb435a1,,Chrome 102,,24,click,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,"{""customEvent"":""click"",""jobId"":2,""publisherId"":0,""userId"":97}",2,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,10:06.3,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1920x976
b0b9a130-064c-11ed-8dae-ba8e9046d55a,,Chrome 103,,30,,UTF-8,http://129.213.68.90/candidate-portal/login,CandidatePortal,,1,,,,TRUE,,,1440x900,49:56.6,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-d605eqrr-l5m5ugxa,,,,,,1,1440x702
90aea670-08f8-11ed-b053-fad2bc8ad125,,Chrome 103,,24,,UTF-8,http://fe.stag.gotoro.io/candidate-portal/confirm-interview?calendarId=14&availableId=45&jobId=385&publisherIds=,CandidatePortal,,1,,,,TRUE,,,1920x1080,25:18.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62",1-rra7i3jt-l5v2g2rs,,,,,,1,1920x947
9f33e7c0-0b58-11ed-88ec-313a1c15a280,,Chrome 103,,24,,UTF-8,http://fe.stag.gotoro.io/candidate-portal/job/1?param1=2&param2=1,CandidatePortal,,1,,,,TRUE,,,1366x768,57:57.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-p15en7jy-l5zdx30v,,,,,,1,1366x625
0aa5d4c0-09a4-11ed-af36-70addefb12f7,,Chrome 102,,24,,UTF-8,http://localhost:4200/candidate-portal/profile,CandidatePortal,,1,,,,TRUE,,http://localhost:4200/candidate-portal/profile,1920x1080,52:47.4,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1669x925
918fe490-0caf-11ed-b7b5-7a4b3cd5cd50,2,Chrome 103,4,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?param1=98&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""98"",""publisherId"":""1""}",2,,,98,TRUE,1,,1366x768,52:53.3,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1,1366x625
91cee960-0caf-11ed-b180-6c4d09b35fb5,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/98?jobId=98&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""98"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,52:53.9,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1,1366x625
ba8debc0-00e4-11ed-8fb1-32651499c466,,Chrome 103,,24,,UTF-8,http://localhost:4201/candidate-portal/job,CandidatePortal,,1,,,,TRUE,,http://localhost:4201/candidate-portal/job,1920x1080,43:09.5,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9tivgsfi-l4rae1qy,,,,,,1,1858x944
421d76f0-0c8e-11ed-9dcf-3ec1ebbd91d2,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/273?jobId=273&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""273"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,54:26.2,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t8bqaiy4-l61kszmf,,,,,,1,1366x625
1e399eb0-0c90-11ed-9a71-f594100241cd,1,Chrome 103,48,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2,34,,188,TRUE,1,,1366x768,07:45.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-we46wior-l61ljer9,,,,,,1,1366x625
e7cd26d0-0b59-11ed-9448-1c6ec91c1758,1,Chrome 103,48,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2,34,,188,TRUE,1,,1366x768,07:08.4,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1,1366x625
24e7be10-0c8e-11ed-9d9d-28dc8d9181ae,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/273?jobId=273&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""273"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,53:37.2,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t8bqaiy4-l61kszmf,,,,,,1,1366x625
50825ec0-00e7-11ed-bf10-0cf2710e1a34,,Chrome 103,,24,click,UTF-8,http://localhost:4201/candidate-portal/,CandidatePortal,"{""customEvent"":""click"",""jobId"":89,""publisherId"":0}",2,,,,TRUE,,http://localhost:4201/candidate-portal/,1920x1080,01:40.4,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9tivgsfi-l4rae1qy,,,,,,1,1858x944
146e23e0-098b-11ed-b2f4-d3498ff1ab41,,Chrome 103,,30,,UTF-8,http://150.230.186.232/candidate-portal/,CandidatePortal,,1,,,,TRUE,,,1440x900,54:06.2,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-x4kr0zhi-l4oz0ilv,,,,,,1,815x797
677133b0-0298-11ed-ae63-8eb0ee67739a,,chrome 103,,24,,utf-8,http://150.136.2.86/candidate-portal/,candidateportal,,1,,,,TRUE,,,1366x768,08:49.2,-420,"mozilla/5.0 (windows nt 10.0; win64; x64) applewebkit/537.36 (khtml, like gecko) chrome/103.0.0.0 safari/537.36",1-m8tpkuds-l4oxward,,,,,,1,1366x625
1c64ae00-fea2-11ec-9076-eb3ca5a77e40,2,Chrome 103,4,24,,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,,1,,,98,TRUE,1,,1366x768,41:17.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
5d845b40-0804-11ed-9030-eb0bc21775c6,,Chrome 79,,24,,UTF-8,http://150.136.2.86/candidate-portal/profile,CandidatePortal,,1,,,,TRUE,,,1024x1024,17:15.9,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36",1-isn7h3uy-l5tc02ux,,,,,,1,1024x1024
6ee5e1e0-00ea-11ed-8ded-3fa4c4c90b85,,Chrome 103,,24,,UTF-8,http://localhost:4300/candidate-portal/,CandidatePortal,,1,,,,TRUE,,,1920x1080,23:59.4,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-9tivgsfi-l4rae1qy,,,,,,1,1858x944
595ddc90-0bf5-11ed-aa10-d0c0e4ebbe15,,Chrome 103,,24,,UTF-8,http://fe.stag.gotoro.io/candidate-portal/confirm-interview?calendarId=23&availableId=71&jobId=308&publisherIds=,CandidatePortal,,1,,,,TRUE,,,1536x864,39:51.2,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-cqfv3gyx-l5ufp656,,,,,,1,1536x731
ead95c90-08c0-11ed-8d53-dd7ded2e304a,,Chrome 102,,24,,UTF-8,"http://fe.dev.gotoro.io/candidate-portal/confirm-interview?calendarId=37&availableId=117&jobId=187&publisherIds=4,1,2,3,5",CandidatePortal,,1,,,,TRUE,,,1920x1080,46:58.1,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-t4tqlljw-l5m9ph44,,,,,,1,1920x919
9215fde0-fea0-11ec-92a3-7af763e43de2,2,Chrome 103,4,24,click,UTF-8,http://150.230.186.232/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?r=&param1=98&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""98"",""publisherId"":""1""}",2,,,98,TRUE,1,,1366x768,30:15.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
57f00d20-0802-11ed-b2ca-23d970e6bbef,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/new-password?token=900ac6cd-183c-4328-852a-42f6aa17918e&id=377,CandidatePortal,,1,,,,TRUE,,,1366x768,02:46.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-m8tpkuds-l4oxward,,,,,,1,1366x625
40344cb0-00ea-11ed-8050-f67d84d4c049,,Chrome 103,,24,click,UTF-8,http://150.136.2.86/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":81,""publisherId"":0,""userId"":116}",2,,,,TRUE,,,1536x864,22:37.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1536x714
9e6b46a0-07e1-11ed-a7e2-4a9045506d74,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,,1,,,,TRUE,,,1920x1080,08:32.0,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-frw2ni0g-l57vers3,,,,,,1,1434x750
01d45860-0c94-11ed-8c5d-7af6d14630fd,,Chrome 102,,24,click,UTF-8,http://localhost:4200/candidate-portal/job?what=frontend&where=,CandidatePortal,"{""customEvent"":""click"",""jobId"":243,""publisherId"":0,""userId"":118}",2,,,,TRUE,,,1920x1080,35:34.1,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-ok78d38x-l5j7ka8p,,,,,,1,1186x976
4e1fd610-0189-11ed-8d4f-0e057edb9588,,Chrome 103,,24,click,UTF-8,http://150.136.2.86/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":81,""publisherId"":0,""userId"":116}",2,,,,TRUE,,,1920x1080,21:14.8,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1455x929
f47a06a0-0d61-11ed-aeee-5b362729bc75,,Chrome 103,,24,,UTF-8,"http://fe.test.gotoro.io/candidate-portal/confirm-interview?calendarId=9&availableId=20&jobId=289&publisherIds=1,2,3,5,17",CandidatePortal,,1,,,,TRUE,,,1366x768,09:44.3,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.66 Safari/537.36",1-x9tmutv6-l6338pyb,,,,,,1,1366x768
b14efe50-0747-11ed-b0ee-6683f585ac6a,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/profile,CandidatePortal,,1,,,,TRUE,,,1366x768,46:42.1,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 Edg/103.0.1264.62",1-cwkkdhs8-l5j2zi4w,,,,,,1,1366x657
adf28e70-0c8d-11ed-b10e-5507baa7281d,2,Chrome 103,4,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/a9df1f103a849b2071e827e951a7c69cc917699a?param1=98&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""98"",""publisherId"":""1""}",2,,,98,TRUE,1,,1366x768,50:17.6,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t8bqaiy4-l61kszmf,,,,,,1,1366x625
b0d2a370-0b5a-11ed-a6ac-d0084796ddad,1,Chrome 103,48,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2,34,,188,TRUE,1,,1366x768,12:46.0,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1,1366x625
fd59d510-fea3-11ec-b26d-d6bac77acac5,,Chrome 103,,24,alive,UTF-8,http://150.230.186.232/candidate-portal/job/98?jobId=98&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""98"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,54:43.6,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-c5v39kv8-l5c94dee,,,,,,1,1366x625
f87d7be0-0c00-11ed-8048-db9eb5d452f5,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1529?jobId=1529&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1529"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,03:03.1,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-yh82s4al-l60jlqwa,,,,,,1,1366x625
539c8f70-0189-11ed-8d2a-91b43c187526,,Chrome 103,,24,click,UTF-8,http://150.136.2.86/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":47,""publisherId"":0,""userId"":116}",2,,,,TRUE,,,1920x1080,21:24.1,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1455x929
a5f9f8c0-018e-11ed-a8e6-3f668362b23a,,Chrome 103,,24,click,UTF-8,http://localhost:4200/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":196,""publisherId"":0,""userId"":123}",2,,,,TRUE,,http://localhost:4200/candidate-portal/job,1920x1080,59:29.7,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1,1367x929
b5af9c10-0072-11ed-8188-cb266d9f7044,,Chrome 103,,24,alive,UTF-8,http://localhost:4200/candidate-portal/job/195,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""195"",""publisherId"":0,""userId"":123,""stayed_alive"":10}",2,,,,TRUE,,,1536x864,06:56.3,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-rrc3k5vd-l4o0b4yy,,,,,,1,1018x714
fc0424a0-0c8f-11ed-adc0-53a523e304df,1,Chrome 103,48,24,click,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,"{""customEvent"":""click"",""jobId"":""188"",""publisherId"":""1""}",2,34,,188,TRUE,1,,1366x768,06:47.6,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-we46wior-l61ljer9,,,,,,1,1366x625
e5578380-02b4-11ed-88c3-16f0e975fa44,,Chrome 103,,24,,UTF-8,http://150.136.2.86/candidate-portal/notification/settings,CandidatePortal,,1,,,,TRUE,,,1536x864,05:46.9,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-0d5ciljy-l4pdlaxd,,,,,,1,1536x714
dedddce0-0730-11ed-9689-53ffc2baeefa,,Chrome 103,,24,click,UTF-8,http://150.230.186.232/candidate-portal/job,CandidatePortal,"{""customEvent"":""click"",""jobId"":499,""publisherId"":0,""userId"":97}",2,,,,TRUE,,,1536x864,03:17.7,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-p23ywm7j-l4wezf4t,,,,,,1,1536x722
c13f9d40-0b59-11ed-95bd-77e9a96caf85,1,Chrome 103,48,24,,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/3235a2389bed6cdd59ad37ff23c1b6b4fb2d1668?param1=188&param2=1,CandidatePortal,,1,34,,188,TRUE,1,,1366x768,06:04.1,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-zof0i457-l5ze6uuv,,,,,,1,1366x625
783cbd10-0caf-11ed-a92b-49209ce7820b,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/336?jobId=336&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""336"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,52:11.1,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-kntupfok-l61tduvk,,,,,,1,1366x625
ccd52430-0d62-11ed-abd0-06adac87ca9a,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1530?jobId=1530&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1530"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,15:52.6,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-5bqarbwn-l633cyss,,,,,,1,1366x625
489c6090-0b3a-11ed-bac3-60226be228d1,,Chrome 103,,24,,UTF-8,http://fe.stag.gotoro.io/candidate-portal/job/1?param1=2&param2=1,CandidatePortal,,1,,,,TRUE,,,1366x768,20:47.5,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-m5ngo83k-l5z62pzj,,,,,,1,1366x625
994b02c0-0c8f-11ed-83dc-17e744b48d34,,Chrome 103,,24,alive,UTF-8,http://fe.dev.gotoro.io/candidate-portal/job/1534?jobId=1534&publisherId=1,CandidatePortal,"{""customEvent"":""alive"",""jobId"":""1534"",""publisherId"":""1"",""stayed_alive"":10}",2,,,,TRUE,,,1366x768,04:01.9,-420,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.0.0 Safari/537.36",1-t8bqaiy4-l61kszmf,,,,,,1,1366x625
ed12af90-0382-11ed-8f91-ba30dffd5393,,Chrome 96,,24,conversion,UTF-8,http://150.136.2.86/candidate-portal/,CandidatePortal,"{""customEvent"":""conversion"",""publisherId"":0,""userId"":276}",2,,,,TRUE,,http://150.136.2.86/candidate-portal/,1920x1080,40:37.5,-420,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36",1-o23lt45w-l516d965,,,,,,1,1920x919
822491e0-01b0-11ed-8151-f67160271120,,Chrome 102,,24,click,UTF-8,http://localhost:4200/candidate-portal/,CandidatePortal,"{""customEvent"":""click"",""jobId"":89,""publisherId"":0,""userId"":97}",2,,,,TRUE,,http://localhost:4200/candidate-portal/,1920x1080,01:52.3,-420,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Safari/537.36",1-2e0m174r-l4nx6s72,,,,html,,1,1920x925
